,title
9550,Exclusive - Bigg Boss 13: Akanksha Puri decides to end her relationship with Paras Chhabra; doesn't want - Times of India
9551,"Samsung Galaxy S20 5G Series Price Leaked Again, Galaxy Z Flip Rumoured to Be Priced Higher Than Galaxy Note 10+ 5G - Gadgets 360"
9552,"Samsung Galaxy S10+ review, a year later: Now cheaper and better with One UI 2 - Android Central"
9553,Axis Bank delivers on growth but bad loan trouble lingers - Livemint
9554,Shah Rukh Khan gives an epic reply to a fan asking when will Shubman Gill captain KKR - CricTracker
9555,Watch video: Anupam Kher hits back at Naseeruddin Shah's 'clown' comment - Times of India
9556,"Shehnaaz-Rashami Compete with Sidharth-Asim on Bigg Boss, Richa Sharma Shares Pics of Kapil Sharma's Baby - News18"
9557,"""Ready To Debate"": Mayawati On Amit Shah's Citizenship Law Challenge - NDTV News"
9558,I felt like I could change course of the game: Sarfaraz Khan after maiden triple hundred in Ranji Trophy - India Today
9559,"""North East Is Different"": Assam, Tripura Protesters After Supreme Court Hears CAA Petitions - NDTV News"
9560,Anti-ageing diet: Want to stay younger? Include these five food items in your diet - Times of India
9561,"Meet 'Vyom Mitra', ISRO's Robot Which Will Travel To Space - NDTV News"
9562,"CJI Bobde takes note of overcrowded, noisy courtrooms; bats for corrective measures - Hindustan Times"
9563,Death toll in China's coronavirus outbreak sharply rises to 17 - Times of India
9564,"Tata Motors launches Altroz premium hatchback, range starts from ₹5.29 lakh - BusinessLine"
9565,"India, China have taken 'tremendous advantage' of their developing country status: Trump - Livemint"
9566,"UN, US 'Must Act' to Prevent Nuclear-armed India-Pak from Reaching Point of No Return: Imran Khan - News18"
9567,Report: New 4.7-Inch iPhone Launching in March - PCMag.com
9568,World will realise Pakistan's strategic potential once relations with India normalise: Imran Khan - Moneycontrol
9569,Saudi denies being behind hacking of Jeff Bezos's phone - Al Jazeera English
9570,Earth's oldest known meteor crash site found in Australian Outback - Livescience.com
9571,"Nobody can dare touch any Indian Muslim, says Rajnath on apprehensions about CAA-NRC-NPR - Times of India"
9572,World will realise Pakistan's strategic potential once relations with India normalise: Imran Khan - Times of India
9573,"Why Airtel, Vodafone-Idea's pain is bad news for mobile subscribers in India - Gadgets Now"
9574,Dell laptop sale: the XPS 13 laptop gets a massive $969 price cut - TechRadar India
9575,"On ""Azadi"" Slogan, Yogi Adityanath's Sedition Warning To CAA Protesters - NDTV News"
9576,Wuhan Virus Latest: Official Infection Count Nears 450 as Outbreak Spreads - Caixin Global
9577,Will Sitharaman revamp income tax slabs to give more cash in hand? - Livemint
9578,"La Ilaha Illallah Not Communal, Shaheen Bagh a Reaction to 5 Years of Fear: Former Delhi L-G Najeeb Jung - News18"
9579,Centre seeks guidelines on execution of convicts - The Hindu
9580,India drop 10 ranks to 51st position in Economist Intelligence Unit’s Democracy Index - The Hindu
9581,How to Turn On WhatsApp's New Dark Mode - Lifehacker
9582,"Discussing Kashmir, says Trump as he meets Pakistan PM - Hindustan Times"
9583,"Brexit Bill Clears Britain Parliament, Set To Become Law - NDTV News"
9584,Telcos to take a call on paying AGR dues today - Livemint
9585,"Bigg Boss 13 day 115 written update episode 115 January 22: Shehnaaz calls Sidharth Shukla fake, he... - Hindustan Times"
9586,"World's oldest meteor crater is 2.2 billion years old, in Australia - INSIDER"
9587,Wuhan: Virus-hit Chinese city to shut public transport - BBC News
9588,India to ignore what Trump said on Kashmir to Imran - Times of India
9589,"No SC stay on CAA, process of NPR; govt has 4 weeks to respond - Times of India"
9590,In photos: SpaceX's amazing Crew Dragon in-flight abort test launch - Space.com
9591,Wuhan in China shuts down transport as global alarm mounts over coronavirus outbreak - India Today
9592,Understanding India's Chilly Reception of Jeff Bezos - Harvard Business Review
9593,Samsung Galaxy Z Flip foldable may ‘lock’ at 90 degrees for apps like Google Duo - 9to5Google
9594,Samsung Galaxy Z Flip details are all over the place - CNET
9595,Juventus 3 - Roma 1: Initial reaction and random observations - Black & White & Read All Over
9596,"Residents of two Valley villages: Army takes our cars at night, no idea why - The Indian Express"
9597,Galaxy Flip: Why I'm excited to see the Galaxy Fold's smaller sibling - CNET
9598,'We have started a clear-out' - Solskjaer hints more Man Utd players to leave after Burnley reverse - Goal India
9599,Girl from Massachusetts chosen as finalist in NASA's Mars 2020 rover naming contest - WCVB Channel 5 Boston
9600,'Ronaldo is in extraordinary condition' - Sarri hails Juve hitman after latest goal haul - Goal India
9601,"Wuhan ""Sealed Off"": China Puts City Under Quarantine After Virus Outbreak - NDTV News"
9602,"Several Ancient Viruses Have Been Discovered in 15,000-Year-Old Glacial Ice - ScienceAlert"
9603,"Ranji Trophy: With 301*, Sarfaraz Khan makes a point (and three) - The Indian Express"
9604,"Why Airtel, Vodafone-Idea's trouble is bad news for mobile subscribers in India - Gadgets Now"
9605,Amaravati row: '3-capitals' Bill sent to select committee in setback for YSRCP govt - The News Minute
9606,Jeff Bezos Tweets Photo Of Khashoggi Memorial After Saudi Hacking Report - NDTV News
9607,Manchester United hit new low in dismal Burnley loss - Times of India
9608,Mourinho jabs ex-club Manchester United on Bruno Fernandes transfer saga - ESPN India
9609,'Incredible' Virat Kohli will break many records: Steve Smith - Times of India
9610,"Stocks in the news: Axis Bank, L&T, Biocon, RBL Bank, Raymond, GHCL, Oil India - Moneycontrol.com"
9611,Facebook is expanding its dark mode tests on Android - Android Central
9612,"Galaxy Note 10 Lite at Rs 38,999 sounds good but it’s no better than the segment-leading OnePlus 7T - India Today"
9613,"Wuhan ""Sealed Off"": China Puts City Under Quarantine After Virus Outbreak - NDTV News"
9614,Huawei P40 Pro spotted in the wild? | ICYMI #256 - SoyaCincau
9615,What changed for the market while you were sleeping? Top 10 things to know - Moneycontrol.com
9616,Pakistani PM Imran Khan calls for UN action on India dispute - Al Jazeera English
9617,"Yes, That's Pran Disguised As A Woman In Rishi Kapoor's Tweet. Twitter Got It Right - NDTV News"
9618,"2.2 Billion-Year-Old Australian Crater is the Oldest Known, And Can Reveal the Planet's History - News18"
9619,Trump and Greta engage in climate showdown at Davos - Hindustan Times
9620,"Indira Jaising should be kept in jail with Nirbhaya convicts, says Kangana Ranaut - Deccan Herald"
9621,Tanhaji The Unsung Warrior box office collection: Day 13 - India Today
9622,"Sensex edges higher; AU Small Finance Bank, Ujjivan Small Finance Bank gain - Livemint"
9623,Nirbhaya Convicts Silent On Last Wishes Ahead Of February 1 Hanging: Sources - NDTV News
9624,"Market Live: Nifty above 12,150, Sensex up 200 pts; Axis Bank, IOC top gainers - Moneycontrol.com"
9625,"NASA's Curiosity rover suffers glitch on Mars, freezes up - CNET"
9626,Bigg Boss 13: Here’s how Sidharth and Shehnaz’ #SidNaaz moments hit a rocky patch - Times of India
9627,Netaji Subhas Chandra Bose Jayanti 2020: Films on Freedom Fighter's Life One Must Watch - News18
9628,"Pakistan 'spews venom', takes to hate speech like fish takes to water: India at UN - Times of India"
9629,Shraddha Kapoor answers if she is marrying Rohan Shrestha: ‘It’s only buzz’ - Hindustan Times
9630,Surgical stabilization of rib fractures: Study suggests new interventions - Medical Dialogues
9631,Chang'e 4 Team Just Released Beyond Amazing New Pics of Our Moon's Far Side - ScienceAlert
9632,Saif Ali Khan on why he didn’t work with daughter Sara in Jawaani Jaaneman: ‘It gets complicated with... - Hindustan Times
9633,Women politicians trolled more: Amnesty India - The Hindu
9634,Mohammad Azharuddin's Rs 100-Crore Defamation Threat After Travel Agent Files Case - NDTV News
9635,SBI chairman Rajnish Kumar says Yes Bank ‘will not be allowed to fail’ - Livemint
9636,New ray of hope for people living with Parkinson's disease - TheHealthSite
9637,China locks down city at center of virus outbreak - DW (English)
9638,Free To Leave: Nitish Kumar Dares Party Colleague Pavan Kumar In Fight Over CAA - NDTV News
9639,"Why Airtel, Vodafone-Idea's troubles are bad news for you - Gadgets Now"
9640,"India vs New Zealand: India Predicted XI for 1st T20I - Six bowling options, tough call in middle-o... - Hindustan Times"
9641,"""Only One Cure For Them"": Minister's 'Threat' To Jamia, JNU Protesters - NDTV News"
9642,Will the ICJ order Myanmar to stop alleged Rohingya genocide? - Al Jazeera English
9643,"India vs New Zealand, 1st T20I: Upbeat India take on injury-struck New Zealand as build-up to T20 World C - Times of India"
9644,Australian Open 2020: Sania Mirza retires from women's doubles 1st-round match with calf injury - India Today
9645,"TikTok star Baba Jackson on early struggle: Did not have mirror at home, used to see my shadow and dance - India Today"
9646,Australian Open: Sania Mirza Retires From Her First Round Women's Doubles Match - NDTV Sports
9647,"Samsung Galaxy S10 Lite with 48-megapixel triple cameras launched in India at Rs 39,999 - India Today"
9648,"Xiaomi Mi A3 Price in India Cut, Now Starts at Rs. 11,999 - Gadgets 360"
9649,"Despite keeping mum on CAA and NRC, Arvind Kejriwal's AAP may find favour among Delhi Muslims for... - Firstpost"
9650,New leak says the Galaxy S20's display will run at 60Hz by default - Android Central
9651,Yes Bank will not be allowed to fail: SBI Chairman - Moneycontrol
9652,How India should approach each venue for the T20Is in New Zealand | ESPNcricinfo.com - ESPNcricinfo
9653,Pakistan Takes To Hate Speech Like A Fish Takes To Water: India At UN - NDTV News
9654,Arsenal: Assess Shkodran Mustafi both ways or not at all - Pain In The Arsenal
9655,Richa Chadha's Expression as Kangana Ranaut Speaks on Nirbhaya Rapists Is All of Us - News18
9656,"Abrogation of Article 370 irreversible, Centre tells SC - Times of India"
9657,Spotted! Disha Vakani with her cute little daughter! - Tellychakkar
9658,"Pavan Varma free to go, no confusion in JD(U) on any issue: Bihar CM Nitish Kumar - Times of India"
9659,"Ancient Mystery Viruses Discovered Sealed Within Tibetan Glacier For 15,000 Years - Mashable India"
9660,"New Zealand vs India, 1st T20I Preview: India Gear Up For Lengthy New Zealand Challenge After Successful Home Season - NDTVSports.com"
9661,Global Airlines On High Alert As Virus Outbreak Spreads - NDTV News
9662,"Indian economy poised to take off, says Piyush Goyal - Times of India"
9663,View: Go for growth! It's time to stop obsessing over fiscal deficit and deliver growth - Economic Times
9664,Poco F1 successor confirmed to launch this quarter - GSMArena.com news - GSMArena.com
9665,We used to quash 7-times bigger India in cricket: Imran Khan on Pak's growth potential - Times of India
9666,"Fan wants Shraddha Kapoor to marry Varun Dhawan, he says ‘I have never seen a husband-wife behave like... - Hindustan Times"
9667,"Samsung Galaxy S10 Lite vs OnePlus 7T vs Asus ROG II vs Google Pixel 3a XL: Best smartphone under Rs 40,000 - Gadgets Now"
9668,"iQOO enters Indian market, likely to launch India’s first 5G ready Snapdragon 865 smartphone in February - India Today"
9669,"Flipkart Grand Gadgets Days 2020 Sale Kicks Off With Discounts on Laptops, Headphones, Smartwatches, and More - Gadgets 360"
9670,Aaditya Thackeray's Throwback Pic On Bal Thackeray's Birth Anniversary - NDTV News
9671,HDFC Bank to tap Egon Zehnder to identify Aditya Puri's successor - Livemint
9672,Kohli on India's packed schedule: 'That's cricket for you today' | ESPNcricinfo.com - ESPNcricinfo
9673,No role for any third party: India on Trump's new Kashmir comments - Times of India
9674,Friday Preview: Roger Federer Goes For 100 Australian Open Wins Against John Millman - ATP Tour
9675,"GoAir cancels 'certain flights', blames Airbus & Pratt - Times of India"
9676,'End of the World': China’s Virus-Hit Wuhan Reacts to Lockdown on Eve of Lunar New Year Holiday - News18
9677,"Taking Stock: Nifty snaps 4-day losing streak; 12,200 crucial for bulls - Moneycontrol.com"
9678,Closer and closer to landing at stadium and playing straight: Virat Kohli on tight schedule - Times of India
9679,Shylock Movie Review: Mammootty Opens His 2020 Innings as Ruthless Moneylender in Mass Entertainer - News18
9680,"Sivaramakrishnan, Chauhan, Khurasiya apply for BCCI National selector’s post - Hindustan Times"
9681,"Kerala nurse in Saudi contracts China virus, 30 more quarantined in hospital - Hindustan Times"
9682,'A great day': ICJ orders Myanmar to stop alleged genocide - Al Jazeera English
9683,Reliance Jio pays its AGR dues of Rs 195 crore - Economic Times
9684,China shuts down more cities in bid to contain deadly virus - Livemint
9685,Prithviraj Chauhan: Manushi Chillar shares the first look of Sanyogita and we think she is one hell of a beau - Bollywood Life
9686,"HDFC Life Insurance Q3 net profit flat at Rs 251 crore, VNB up 45% - Moneycontrol.com"
9687,Kangana Ranaut is officially the Mad Queen of Bollywood - Newslaundry
9688,Bigg Boss 13: Meera Chopra slams Sidharth Shukla’s disrespectful comment for Asim Riaz’ father - Times of India
9689,"Ancient Viruses Buried in Tibetan Glaciers for 15,000 Years Discovered by Scientists - News18"
9690,Scientists measured neutrinos originating from the interior of the Earth - Tech Explorist
9691,"If I were not a minister today, I would be bidding for Air India: Piyush Goyal - Times of India"
9692,"Past promising, present tense: What the future holds for Rishabh Pant - India Today"
9693,"Nurse from Kerala Working in Saudi Tests Positive for Coronavirus, CM Asks Centre to Take Urgent Steps - News18"
9694,How stress causes grey hair and what to do about it - Firstpost
9695,NASA Scientists Just Determined The Age Of The Oldest Impact Crater - Mashable India
